Latitude;Longitude;
-29.27319986521857;-51.46929213061555;
-29.27319986521857;-51.46888536915785;
-29.27309051064671;-51.46870245693737;
-29.273700610077803;-51.46800006427509;
-29.274563798933823;-51.46800006427509;
-29.274563798933823;-51.46741329333282;
